"","date","price","macd1","signal1","macd2","signal2","priceTraded","trade","return","cumReturn"
"2018-12-17",2018-12-17,3545.86474609375,-25.430819665101,-26.0157065863812,-25.430819665101,-22.9938827044761,NA,NA,NA,NA
"2018-12-18",2018-12-18,3696.05908203125,-22.5839917344954,-25.6344049361716,-22.5839917344954,-22.9674381257676,NA,NA,NA,NA
"2018-12-19",2018-12-19,3745.95068359375,-20.153521815251,-25.025417922736,-20.153521815251,-22.7858951379924,NA,NA,NA,NA
"2018-12-20",2018-12-20,4134.44140625,-15.7317488696085,-23.9927880279441,-15.7317488696085,-22.3307889271289,NA,NA,NA,NA
"2018-12-21",2018-12-21,3896.54370117188,-14.2938805443024,-22.9151316408728,-14.2938805443024,-21.812278708882,NA,NA,NA,NA
"2018-12-22",2018-12-22,4014.1826171875,-12.4032909858509,-21.7471493458703,-12.4032909858509,-21.20524724288,NA,NA,NA,NA
"2018-12-23",2018-12-23,3998.98022460938,-11.1386033615383,-20.5684220142779,-11.1386033615383,-20.5557863473096,NA,NA,NA,NA
"2018-12-24",2018-12-24,4078.59912109375,-9.64983947172672,-19.3552461762166,-9.64983947172672,-19.8521768714655,NA,NA,NA,NA
"2018-12-25",2018-12-25,3815.49072265625,-10.3635706922655,-18.3561711224443,-10.3635706922655,-19.240008730872,NA,NA,NA,NA
"2018-12-26",2018-12-26,3857.29760742188,-10.4200111307743,-17.4743755678143,-10.4200111307743,-18.6709766276399,NA,NA,NA,NA
"2018-12-27",2018-12-27,3654.83349609375,-11.7311863834955,-16.8362434362233,-11.7311863834955,-18.2232482247919,NA,NA,NA,NA
"2018-12-28",2018-12-28,3923.91870117188,-10.5838491933026,-16.1415329647877,-10.5838491933026,-17.7303837711474,NA,NA,NA,NA
"2018-12-29",2018-12-29,3820.40869140625,-10.4361496777029,-15.5076014884449,-10.4361496777029,-17.2597880231832,NA,NA,NA,NA
"2018-12-30",2018-12-30,3865.95263671875,-9.90093848195757,-14.8846389321686,-9.90093848195757,-16.7850235366526,NA,NA,NA,NA
"2018-12-31",2018-12-31,3742.70043945312,-10.3011996885284,-14.3753679050974,-10.3011996885284,-16.3667123206445,NA,NA,NA,NA
"2019-01-01",2019-01-01,3843.52001953125,-9.73123945242519,-13.8593536325783,-9.73123945242519,-15.9386172968885,NA,NA,NA,NA
"2019-01-02",2019-01-02,3943.40942382812,-8.54362986447985,-13.2687176583451,-8.54362986447985,-15.4615213335073,NA,NA,NA,NA
"2019-01-03",2019-01-03,3836.7412109375,-8.42726910023982,-12.7307789296668,-8.42726910023982,-15.0076986087803,NA,NA,NA,NA
"2019-01-04",2019-01-04,3857.71752929688,-8.10279216490255,-12.2165581780263,-8.10279216490255,-14.5622207736914,NA,NA,NA,NA
"2019-01-05",2019-01-05,3845.19458007812,-7.88490746734658,-11.7352636546174,-7.88490746734658,-14.1314263668305,NA,NA,NA,NA
"2019-01-06",2019-01-06,4076.63256835938,-6.00345017012007,-11.0983954896733,-6.00345017012007,-13.6070408057524,NA,NA,NA,NA
"2019-01-07",2019-01-07,4025.24829101562,-5.08388687149139,-10.4301167543197,-5.08388687149139,-13.0571599067678,NA,NA,NA,NA
"2019-01-08",2019-01-08,4030.84790039062,-4.38925437629661,-9.75890982342828,-4.38925437629661,-12.4979401951245,NA,NA,NA,NA
"2019-01-09",2019-01-09,4035.29638671875,-3.85598066818894,-9.10302880617946,-3.85598066818894,-11.9403944191932,NA,NA,NA,NA
"2019-01-10",2019-01-10,3678.92456054688,-6.00670284776493,-8.75899258857785,-6.00670284776493,-11.5575756081333,NA,NA,NA,NA
"2019-01-11",2019-01-11,3687.36547851562,-7.26585274543654,-8.59308816156215,-7.26585274543654,-11.2806902621529,NA,NA,NA,NA
"2019-01-12",2019-01-12,3661.30102539062,-8.18264794894175,-8.54748369349321,-8.18264794894175,-11.0808165645263,NA,NA,NA,NA
"2019-01-13",2019-01-13,3552.953125,-9.46841905285204,-8.64980984453308,-9.46841905285204,-10.9767909186119,NA,NA,NA,NA
"2019-01-14",2019-01-14,3706.05224609375,-9.07091947497242,-8.69659980347079,-9.07091947497242,-10.8538314706351,NA,NA,NA,NA
"2019-01-15",2019-01-15,3630.67529296875,-9.25953668252692,-8.75914834558814,-9.25953668252692,-10.7509737423701,NA,NA,NA,NA
"2019-01-16",2019-01-16,3655.0068359375,-9.09301295562063,-8.79624441336952,-9.09301295562063,-10.6440085303217,NA,NA,NA,NA
"2019-01-17",2019-01-17,3678.56396484375,-8.70325398662345,-8.78591214373107,-8.70325398662345,-10.5187985597606,NA,NA,NA,NA
"2019-01-18",2019-01-18,3657.83935546875,-8.50126131155795,-8.75428427348961,-8.50126131155795,-10.3886348663281,NA,NA,NA,NA
"2019-01-19",2019-01-19,3728.568359375,-7.74309924516254,-8.64193038145327,-7.74309924516254,-10.2179551488336,NA,NA,NA,NA
"2019-01-20",2019-01-20,3601.013671875,-8.11133034085,-8.58297482138624,-8.11133034085,-10.0820438708992,NA,NA,NA,NA
"2019-01-21",2019-01-21,3576.03247070312,-8.44005097569591,-8.56709439408731,-8.44005097569591,-9.97610884540217,NA,NA,NA,NA
"2019-01-22",2019-01-22,3604.5771484375,-8.33754339736345,-8.54158872778466,-8.33754339736345,-9.87039494552871,NA,NA,NA,NA
"2019-01-23",2019-01-23,3585.123046875,-8.31856655995189,-8.51680848691435,-8.31856655995189,-9.77027698516891,NA,NA,NA,NA
"2019-01-24",2019-01-24,3600.86547851562,-8.08769265028597,-8.4691289495112,-8.08769265028597,-9.66172315711195,NA,NA,NA,NA
"2019-01-25",2019-01-25,3599.76586914062,-7.84986681983274,-8.40032204621359,-7.84986681983274,-9.54482919986813,NA,NA,NA,NA
"2019-01-26",2019-01-26,3602.46044921875,-7.5813010454011,-8.30931971278998,-7.5813010454011,-9.41814996409606,NA,NA,NA,NA
"2019-01-27",2019-01-27,3583.9658203125,-7.45770340473173,-8.21469567856129,-7.45770340473173,-9.29166954091127,NA,NA,NA,NA
"2019-01-28",2019-01-28,3470.45043945312,-8.15879948580197,-8.20848499047692,-8.15879948580197,-9.21858115025906,NA,NA,NA,NA
"2019-01-29",2019-01-29,3448.11694335938,-8.68795345715074,-8.26175926455179,-8.68795345715074,-9.18434710554239,NA,NA,NA,NA
"2019-01-30",2019-01-30,3486.181640625,-8.63269713979012,-8.30297458402271,-8.63269713979012,-9.14875678517128,NA,NA,NA,NA
"2019-01-31",2019-01-31,3457.79272460938,-8.7149935578772,-8.34875447000655,-8.7149935578772,-9.12077206082972,NA,NA,NA,NA
"2019-02-01",2019-02-01,3487.9453125,-8.42937511912757,-8.35771231990888,-8.42937511912757,-9.07616580652636,NA,NA,NA,NA
"2019-02-02",2019-02-02,3521.06079101562,-7.88493165489589,-8.30518113490744,-7.88493165489589,-8.99931199029214,NA,NA,NA,NA
"2019-02-03",2019-02-03,3464.01342773438,-7.88582340847794,-8.25858583197083,-7.88582340847794,-8.92747401727187,NA,NA,NA,NA
"2019-02-04",2019-02-04,3459.15405273438,-7.83005359536436,-8.21097113901455,-7.83005359536436,-8.85667269972945,NA,NA,NA,NA
"2019-02-05",2019-02-05,3466.357421875,-7.64307940884335,-8.14787205788442,-7.64307940884335,-8.77837635838196,NA,NA,NA,NA
"2019-02-06",2019-02-06,3413.76782226562,-7.84695115376279,-8.1144364018709,-7.84695115376279,-8.71828440969685,NA,NA,NA,NA
"2019-02-07",2019-02-07,3399.4716796875,-7.99849540764325,-8.10155406917894,-7.99849540764325,-8.67184640956436,NA,NA,NA,NA
"2019-02-08",2019-02-08,3666.7802734375,-5.87167374776869,-7.85378958902225,-5.87167374776869,-8.49119010880335,NA,NA,NA,NA
"2019-02-09",2019-02-09,3671.20361328125,-4.39693628749371,-7.4696947777413,-4.39693628749371,-8.22704470097692,NA,NA,NA,NA
"2019-02-10",2019-02-10,3690.18823242188,-3.24408707291831,-7.00018281053874,-3.24408707291831,-7.90556356368282,NA,NA,NA,NA
"2019-02-11",2019-02-11,3648.4306640625,-2.79385796308965,-6.5328133830444,-2.79385796308965,-7.57577610558004,NA,NA,NA,NA
"2019-02-12",2019-02-12,3653.52856445312,-2.42878725748104,-6.07681048020403,-2.42878725748104,-7.24371230892849,NA,NA,NA,NA
"2019-02-13",2019-02-13,3632.07055664062,-2.33362549546816,-5.6609010374556,-2.33362549546816,-6.92693251451169,NA,NA,NA,NA
"2019-02-14",2019-02-14,3616.880859375,-2.36336407234452,-5.29450804133214,-2.36336407234452,-6.63250874404929,NA,NA,NA,NA
"2019-02-15",2019-02-15,3620.81079101562,-2.3210964708384,-4.96412897794395,-2.3210964708384,-6.35435311351956,NA,NA,NA,NA
"2019-02-16",2019-02-16,3629.78759765625,-2.1929160119366,-4.65621642616535,-2.1929160119366,-6.08587330051421,NA,NA,NA,NA
"2019-02-17",2019-02-17,3673.83618164062,-1.73208349066858,-4.33131276666571,-1.73208349066858,-5.80498363536288,NA,NA,NA,NA
"2019-02-18",2019-02-18,3915.71435546875,0.504478243760431,-3.79400265439614,0.504478243760431,-5.39792157864524,NA,NA,NA,NA
"2019-02-19",2019-02-19,3947.09448242188,2.17113358607601,-3.13120973878812,2.17113358607601,-4.90959543898581,NA,NA,NA,NA
"2019-02-20",2019-02-20,3999.82055664062,3.61700800380398,-2.381407767389,3.61700800380398,-4.35949199106389,NA,NA,NA,NA
"2019-02-21",2019-02-21,3954.1181640625,4.13042738620633,-1.65787052810063,4.13042738620633,-3.81175525704645,NA,NA,NA,NA
"2019-02-22",2019-02-22,4005.52661132812,4.80135802019566,-0.940178467178821,4.80135802019566,-3.25607052948245,NA,NA,NA,NA
"2019-02-23",2019-02-23,4142.52685546875,6.22380117132033,-0.144180729567804,6.22380117132033,-2.6444659036242,4142.52685546875,1,0,9.97948188585048
"2019-02-24",2019-02-24,3810.42749023438,4.47233549658639,0.368765517782661,4.47233549658639,-2.18531742619126,NA,NA,NA,NA
"2019-02-25",2019-02-25,3882.6962890625,3.85299323851016,0.755901931196828,3.85299323851016,-1.79574899621053,NA,NA,NA,NA
"2019-02-26",2019-02-26,3854.35791015625,3.18583242468353,1.02589420825091,3.18583242468353,-1.47435664647543,NA,NA,NA,NA
"2019-02-27",2019-02-27,3851.04736328125,2.69107803507891,1.21091463345402,2.69107803507891,-1.20561892508482,NA,NA,NA,NA
"2019-02-28",2019-02-28,3854.78540039062,2.36780862435697,1.33945841022101,2.36780862435697,-0.975075212217611,NA,NA,NA,NA
"2019-03-01",2019-03-01,3859.58374023438,2.16671196531162,1.43137547189775,2.16671196531162,-0.772379265280241,NA,NA,NA,NA
"2019-03-02",2019-03-02,3864.4150390625,2.04665161018529,1.49973948726303,2.04665161018529,-0.590506305572787,NA,NA,NA,NA
"2019-03-03",2019-03-03,3847.17578125,1.80924478647335,1.53412896495306,1.80924478647335,-0.435683654473036,NA,NA,NA,NA
"2019-03-04",2019-03-04,3761.55712890625,0.970528934438541,1.47150673934034,0.970528934438541,-0.344960261640031,NA,NA,NA,NA
"2019-03-05",2019-03-05,3896.375,1.46468002754465,1.47074821580749,1.46468002754465,-0.22820927524102,NA,NA,NA,NA
"2019-03-06",2019-03-06,3903.94262695312,1.81932898742974,1.5094794126544,1.81932898742974,-0.0961100324880677,NA,NA,NA,NA
"2019-03-07",2019-03-07,3911.484375,2.07973790687306,1.57284146756759,2.07973790687306,0.0442672539223275,NA,NA,NA,NA
"2019-03-08",2019-03-08,3901.13159179688,2.13849438477238,1.63569179170145,2.13849438477238,0.179378681719105,NA,NA,NA,NA
"2019-03-09",2019-03-09,3963.31372070312,2.62564446211115,1.74568653285809,2.62564446211115,0.337202280454076,NA,NA,NA,NA
"2019-03-10",2019-03-10,3951.59985351562,2.81121505176671,1.8640785905146,2.81121505176671,0.496816007635537,NA,NA,NA,NA
"2019-03-11",2019-03-11,3905.22729492188,2.53632734646549,1.93877289673137,2.53632734646549,0.628397384334244,NA,NA,NA,NA
"2019-03-12",2019-03-12,3909.15625,2.35682754634761,1.98522341335539,2.35682754634761,0.739909007689944,NA,NA,NA,NA
"2019-03-13",2019-03-13,3906.71728515625,2.19192159733643,2.00818987824217,2.19192159733643,0.833587239280041,NA,NA,NA,NA
"2019-03-14",2019-03-14,3924.369140625,2.19234412711087,2.02865146144981,2.19234412711087,0.921248973978804,NA,NA,NA,NA
"2019-03-15",2019-03-15,3960.9111328125,2.44254515463127,2.07463964958108,2.44254515463127,1.01939711466606,NA,NA,NA,NA
"2019-03-16",2019-03-16,4048.72583007812,3.23873705575823,2.20398380582299,3.23873705575823,1.16258033667201,NA,NA,NA,NA
"2019-03-17",2019-03-17,4025.22900390625,3.52361525658611,2.35060952257444,3.52361525658611,1.31490517021485,NA,NA,NA,NA
"2019-03-18",2019-03-18,4032.50732421875,3.71258668160082,2.50194031802182,3.71258668160082,1.46959429998169,NA,NA,NA,NA
"2019-03-19",2019-03-19,4071.19018554688,4.07521683258902,2.6767488196404,4.07521683258902,1.63769897950474,NA,NA,NA,NA
"2019-03-20",2019-03-20,4087.47631835938,4.37342005514119,2.86526784580715,4.37342005514119,1.81419711341677,NA,NA,NA,NA
"2019-03-21",2019-03-21,4029.32690429688,4.06563144979257,2.99864157958331,4.06563144979257,1.95945094157005,NA,NA,NA,NA
"2019-03-22",2019-03-22,4023.96826171875,3.7736852823326,3.08475754655545,3.7736852823326,2.07649831839344,NA,NA,NA,NA
"2019-03-23",2019-03-23,4035.82641601562,3.62536785518195,3.14482535862506,3.62536785518195,2.17642538528302,NA,NA,NA,NA
"2019-03-24",2019-03-24,4022.16821289062,3.37905387529573,3.17085074936625,3.37905387529573,2.25401432012255,NA,NA,NA,NA
"2019-03-25",2019-03-25,3963.07055664062,2.73257443669674,3.12215338129186,2.73257443669674,2.28488916635314,NA,NA,NA,NA
"2019-03-26",2019-03-26,3985.08081054688,2.44802417187442,3.04725013580103,2.44802417187442,2.29541400541903,NA,NA,NA,NA
"2019-03-27",2019-03-27,4087.06616210938,2.99788353301491,3.04176495771368,2.99788353301491,2.34073462010264,NA,NA,NA,NA
"2019-03-28",2019-03-28,4069.10717773438,3.17374359840463,3.05642925112379,3.17374359840463,2.3944771348318,NA,NA,NA,NA
"2019-03-29",2019-03-29,4098.37451171875,3.46136602237428,3.10142222570718,3.46136602237428,2.46330867596357,NA,NA,NA,NA
"2019-03-30",2019-03-30,4106.66015625,3.65945941737917,3.16342635811518,3.65945941737917,2.54047969153877,NA,NA,NA,NA
"2019-03-31",2019-03-31,4105.404296875,3.72669526789051,3.22601179253466,3.72669526789051,2.61700972872276,NA,NA,NA,NA
"2019-04-01",2019-04-01,4158.18310546875,4.11018849919185,3.3242536488299,4.11018849919185,2.71334384294657,NA,NA,NA,NA
"2019-04-02",2019-04-02,4879.8779296875,9.595158250376,4.02102082677947,9.595158250376,3.15733186923234,NA,NA,NA,NA
"2019-04-03",2019-04-03,4973.02197265625,13.5627255181954,5.0812102369368,13.5627255181954,3.82864758852028,NA,NA,NA,NA
"2019-04-04",2019-04-04,4922.798828125,15.483040750112,6.23696918284515,15.483040750112,4.5805439215262,NA,NA,NA,NA
"2019-04-05",2019-04-05,5036.68115234375,17.2484442008364,7.4604664070664,17.2484442008364,5.39782781051395,NA,NA,NA,NA
"2019-04-06",2019-04-06,5059.8173828125,18.2445372236051,8.65869649779292,18.2445372236051,6.22664777264886,NA,NA,NA,NA
"2019-04-07",2019-04-07,5198.89697265625,19.537114362622,9.86740959388504,19.537114362622,7.08538755264713,NA,NA,NA,NA
"2019-04-08",2019-04-08,5289.77099609375,20.6505163634538,11.0655325682816,20.6505163634538,7.96055715334434,NA,NA,NA,NA
"2019-04-09",2019-04-09,5204.95849609375,20.4449638212502,12.1076915963892,20.4449638212502,8.76600274482213,NA,NA,NA,NA
"2019-04-10",2019-04-10,5324.5517578125,20.787934843856,13.0721630683299,20.787934843856,9.54161126734044,NA,NA,NA,NA
"2019-04-11",2019-04-11,5064.48779296875,18.9524550372786,13.7255288426576,18.9524550372786,10.1487624783042,NA,NA,NA,NA
"2019-04-12",2019-04-12,5089.5390625,17.6698450910121,14.1637862035859,17.6698450910121,10.6339936146079,NA,NA,NA,NA
"2019-04-13",2019-04-13,5096.58642578125,16.6375513179897,14.4386489940752,16.6375513179897,11.0213199180519,NA,NA,NA,NA
"2019-04-14",2019-04-14,5167.72216796875,16.1973334002129,14.6340583725349,16.1973334002129,11.3552562717397,NA,NA,NA,NA
"2019-04-15",2019-04-15,5067.1083984375,15.0213792288771,14.6770940232396,15.0213792288771,11.5917803334905,NA,NA,NA,NA
"2019-04-16",2019-04-16,5235.5595703125,15.1400877722201,14.7285377731263,15.1400877722201,11.8207033940537,NA,NA,NA,NA
"2019-04-17",2019-04-17,5251.93798828125,15.0898921746318,14.7686882621825,15.0898921746318,12.0316187992523,NA,NA,NA,NA
"2019-04-18",2019-04-18,5298.3857421875,15.1248796073794,14.8082650783155,15.1248796073794,12.2311840126799,NA,NA,NA,NA
"2019-04-19",2019-04-19,5303.8125,14.9518814465851,14.8242224525676,14.9518814465851,12.4067128793834,NA,NA,NA,NA
"2019-04-20",2019-04-20,5337.88623046875,14.8306844387188,14.8249404510289,14.8306844387188,12.563098141276,NA,NA,NA,NA
"2019-04-21",2019-04-21,5314.53125,14.3847671831729,14.776032310156,14.3847671831729,12.6806251762371,NA,NA,NA,NA
"2019-04-22",2019-04-22,5399.365234375,14.4137054307615,14.735773768001,14.4137054307615,12.7924368055613,NA,NA,NA,NA
"2019-04-23",2019-04-23,5572.3623046875,15.2787351473663,14.7961028101527,15.2787351473663,12.9528431501938,NA,NA,NA,NA
"2019-04-24",2019-04-24,5464.86669921875,14.9335042884864,14.8113696410787,14.9335042884864,13.0806277397611,NA,NA,NA,NA
"2019-04-25",2019-04-25,5210.515625,12.9433641174168,14.6038134717829,12.9433641174168,13.0717720221905,5210.515625,-1,0.257810946505113,12.5523015564722
"2019-04-26",2019-04-26,5279.34814453125,11.9120388064055,14.3047273978521,11.9120388064055,12.9969505243979,NA,NA,NA,NA
"2019-04-27",2019-04-27,5268.291015625,11.0182914562451,13.9395678487847,11.0182914562451,12.8692951006461,NA,NA,NA,NA
"2019-04-28",2019-04-28,5285.13916015625,10.3942031306626,13.54563843566,10.3942031306626,12.709611747744,NA,NA,NA,NA
"2019-04-29",2019-04-29,5247.3525390625,9.62115039960758,13.1095842094319,9.62115039960758,12.5103561768965,NA,NA,NA,NA
"2019-04-30",2019-04-30,5350.7265625,9.61363848767556,12.7211457959034,9.61363848767556,12.3234711646887,NA,NA,NA,NA
"2019-05-01",2019-05-01,5402.697265625,9.78090839680612,12.3944527515593,9.78090839680612,12.1594348570833,NA,NA,NA,NA
"2019-05-02",2019-05-02,5505.28369140625,10.3549496943452,12.1678413007577,10.3549496943452,12.0430164594873,NA,NA,NA,NA
"2019-05-03",2019-05-03,5768.28955078125,12.1166187605593,12.1621499074023,12.1166187605593,12.0477649950404,NA,NA,NA,NA
"2019-05-04",2019-05-04,5831.16748046875,13.4117453614766,12.3009938467439,13.4117453614766,12.1357637283588,5831.16748046875,1,0,12.5523015564722
"2019-05-05",2019-05-05,5795.70849609375,13.8198449712836,12.4697550828039,13.8198449712836,12.2444141311282,NA,NA,NA,NA
"2019-05-06",2019-05-06,5746.80712890625,13.5882291255017,12.594029976437,13.5882291255017,12.3311118727006,NA,NA,NA,NA
"2019-05-07",2019-05-07,5829.50146484375,13.7123253291517,12.7182850156275,13.7123253291517,12.4202224182781,NA,NA,NA,NA
"2019-05-08",2019-05-08,5982.45751953125,14.4533138344457,12.9110659954962,14.4533138344457,12.551389606418,NA,NA,NA,NA
"2019-05-09",2019-05-09,6174.52880859375,15.7800728421222,13.2298445340102,15.7800728421222,12.759691750657,NA,NA,NA,NA
"2019-05-10",2019-05-10,6378.84912109375,17.5046913194379,13.7048275101688,17.5046913194379,13.0658207550944,NA,NA,NA,NA
"2019-05-11",2019-05-11,7204.771484375,22.8157295468818,14.7171499586925,22.8157295468818,13.6948471287581,NA,NA,NA,NA
"2019-05-12",2019-05-12,6972.37158203125,24.4763850528859,15.8015094136029,24.4763850528859,14.3904302206374,NA,NA,NA,NA
"2019-05-13",2019-05-13,7814.9150390625,29.5158949990676,17.3253300342101,29.5158949990676,15.3662666579554,NA,NA,NA,NA
"2019-05-14",2019-05-14,7994.416015625,33.000128133982,19.066974267518,33.000128133982,16.5039351402797,NA,NA,NA,NA
"2019-05-15",2019-05-15,8205.16796875,35.5902445902365,20.9028931922645,35.5902445902365,17.7353099435027,NA,NA,NA,NA
"2019-05-16",2019-05-16,7884.9091796875,34.9566114954199,22.4644174481707,34.9566114954199,18.8463616565297,NA,NA,NA,NA
"2019-05-17",2019-05-17,7343.8955078125,31.3147204867198,23.4477844524539,31.3147204867198,19.6507719036387,NA,NA,NA,NA
"2019-05-18",2019-05-18,7271.2080078125,28.165342049205,23.9719575187596,28.165342049205,20.2000990098043,NA,NA,NA,NA
"2019-05-19",2019-05-19,8197.689453125,30.1684482234804,24.6604564859508,30.1684482234804,20.8432183139124,NA,NA,NA,NA
"2019-05-20",2019-05-20,7978.30908203125,29.8471915458384,25.2367603814939,29.8471915458384,21.4241198127464,NA,NA,NA,NA
"2019-05-21",2019-05-21,7963.32763671875,29.0660859771521,25.6622410032337,29.0660859771521,21.9171498878693,NA,NA,NA,NA
"2019-05-22",2019-05-22,7680.06640625,26.7835474092826,25.7868306039058,26.7835474092826,22.2311110182831,NA,NA,NA,NA
"2019-05-23",2019-05-23,7881.8466796875,25.8398960114617,25.7927267603009,25.8398960114617,22.4639358565527,NA,NA,NA,NA
"2019-05-24",2019-05-24,7987.37158203125,25.3018213743714,25.7381817174198,25.3018213743714,22.647025244799,NA,NA,NA,NA
"2019-05-25",2019-05-25,8052.5439453125,24.8404963460368,25.6384388983773,24.8404963460368,22.788539509395,NA,NA,NA,NA
"2019-05-26",2019-05-26,8673.2158203125,26.8837251525557,25.7768040377304,26.8837251525557,23.0527450347602,NA,NA,NA,NA
"2019-05-27",2019-05-27,8805.7783203125,28.2645280149558,26.0532178129777,28.2645280149558,23.3889890979986,NA,NA,NA,NA
"2019-05-28",2019-05-28,8719.9619140625,28.2677811254982,26.2992804032577,28.2677811254982,23.7037498739664,NA,NA,NA,NA
"2019-05-29",2019-05-29,8659.4873046875,27.53417332341,26.4364907277191,27.53417332341,23.9508739674789,NA,NA,NA,NA
"2019-05-30",2019-05-30,8319.47265625,25.1908902372061,26.2980906732177,25.1908902372061,24.0308750171387,NA,NA,NA,NA
"2019-05-31",2019-05-31,8574.501953125,24.3785576819674,26.0848092297454,24.3785576819674,24.053306156805,NA,NA,NA,NA
"2019-06-01",2019-06-01,8564.0166015625,23.4299389104732,25.7898236387152,23.4299389104732,24.0130889151062,8564.0166015625,-1,0.46866242999319,18.4350937059358
"2019-06-02",2019-06-02,8742.9580078125,23.1891320099608,25.5008579021869,23.1891320099608,23.9599304050968,NA,NA,NA,NA
"2019-06-03",2019-06-03,8208.9951171875,20.4950956006375,24.9446620909036,20.4950956006375,23.7363926757769,NA,NA,NA,NA
"2019-06-04",2019-06-04,7707.77099609375,16.4436488370477,24.0001050626974,16.4436488370477,23.2658930732782,NA,NA,NA,NA
"2019-06-05",2019-06-05,7824.2314453125,14.1084138230742,22.9010282582948,14.1084138230742,22.6750879603618,NA,NA,NA,NA
"2019-06-06",2019-06-06,7822.0234375,12.4132708718839,21.7357218820269,12.4132708718839,22.0130352449762,NA,NA,NA,NA
"2019-06-07",2019-06-07,8043.951171875,12.057633702465,20.6603787509645,12.057633702465,21.3707512744916,NA,NA,NA,NA
"2019-06-08",2019-06-08,7954.1279296875,11.2935435138355,19.6196192801724,11.2935435138355,20.7206088383202,NA,NA,NA,NA
"2019-06-09",2019-06-09,7688.0771484375,9.5744222105812,18.50348627244,9.5744222105812,20.0015000236274,NA,NA,NA,NA
"2019-06-10",2019-06-10,8000.32958984375,9.60150829940427,17.5143776087694,9.60150829940427,19.330532815613,NA,NA,NA,NA
"2019-06-11",2019-06-11,7927.71435546875,9.19002692989985,16.5894497555617,9.19002692989985,18.676306629438,NA,NA,NA,NA
"2019-06-12",2019-06-12,8145.857421875,9.66685244351311,15.8202722764452,9.66685244351311,18.0950515206686,NA,NA,NA,NA
"2019-06-13",2019-06-13,8230.923828125,10.165745604356,15.1919915351019,10.165745604356,17.5834833970355,NA,NA,NA,NA
"2019-06-14",2019-06-14,8693.8330078125,12.1518237831205,14.8541951182151,12.1518237831205,17.2330537445249,NA,NA,NA,NA
"2019-06-15",2019-06-15,8838.375,13.7814926794289,14.73500595835,13.7814926794289,17.0103723854864,NA,NA,NA,NA
"2019-06-16",2019-06-16,8994.48828125,15.197433325979,14.7863867769754,15.197433325979,16.8934085751957,8994.48828125,1,0,18.4350937059358
"2019-06-17",2019-06-17,9320.3525390625,17.0923489113336,15.0426047919041,17.0923489113336,16.9062434355917,NA,NA,NA,NA
"2019-06-18",2019-06-18,9081.7626953125,17.1142314719353,15.2727855341298,17.1142314719353,16.9196620185816,NA,NA,NA,NA
"2019-06-19",2019-06-19,9273.521484375,17.5800351802621,15.5291466059223,17.5800351802621,16.96226673869,NA,NA,NA,NA
"2019-06-20",2019-06-20,9527.16015625,18.5365223453186,15.8632994658552,18.5365223453186,17.063831616537,NA,NA,NA,NA
"2019-06-21",2019-06-21,10144.556640625,21.0951099672657,16.4446117437897,21.0951099672657,17.3239140907776,NA,NA,NA,NA
"2019-06-22",2019-06-22,10701.69140625,24.3382592095533,17.3216836844301,24.3382592095533,17.7764524855373,NA,NA,NA,NA
"2019-06-23",2019-06-23,10855.37109375,26.477720481051,18.3390211062769,26.477720481051,18.3378246142801,NA,NA,NA,NA
"2019-06-24",2019-06-24,11011.1025390625,27.8907023529319,19.4003190225719,27.8907023529319,18.9541393070964,NA,NA,NA,NA
"2019-06-25",2019-06-25,11790.9169921875,30.9338573779626,20.681823284282,30.9338573779626,19.7270243439264,NA,NA,NA,NA
"2019-06-26",2019-06-26,13016.2314453125,36.3024392795917,22.4174472837608,36.3024392795917,20.796405952679,NA,NA,NA,NA
"2019-06-27",2019-06-27,11182.806640625,32.9648210816813,23.589377705752,32.9648210816813,21.5814649932598,NA,NA,NA,NA
"2019-06-28",2019-06-28,12407.33203125,34.2620327577029,24.7752282670799,34.2620327577029,22.3995661393529,NA,NA,NA,NA
"2019-06-29",2019-06-29,11959.37109375,33.0310002684382,25.6925362672308,33.0310002684382,23.0854651154229,NA,NA,NA,NA
"2019-06-30",2019-06-30,10817.1552734375,28.1077733572295,25.9608959438973,28.1077733572295,23.4094850019911,NA,NA,NA,NA
"2019-07-01",2019-07-01,10583.134765625,23.8300821752244,25.7241388584892,23.8300821752244,23.43662030349,NA,NA,NA,NA
"2019-07-02",2019-07-02,10801.677734375,21.4511010953733,25.2493568848097,21.4511010953733,23.3085222900632,10801.677734375,-1,0.200921875332506,22.1391073052629
"2019-07-03",2019-07-03,11961.26953125,23.2213602393077,25.0240239241983,23.2213602393077,23.3028989319499,NA,NA,NA,NA
"2019-07-04",2019-07-04,11215.4375,21.6559527902971,24.6497937982093,21.6559527902971,23.1966443421658,NA,NA,NA,NA
"2019-07-05",2019-07-05,10978.4599609375,19.6069946984626,24.0894827871263,19.6069946984626,22.9650540425721,NA,NA,NA,NA
"2019-07-06",2019-07-06,11208.55078125,18.7139475550545,23.4922010946739,18.7139475550545,22.6907891078935,NA,NA,NA,NA
"2019-07-07",2019-07-07,11450.8466796875,18.5930316359741,22.9478489325962,18.5930316359741,22.4264176580923,NA,NA,NA,NA
"2019-07-08",2019-07-08,12285.9580078125,20.7164571752968,22.6999165151184,20.7164571752968,22.3160976269442,NA,NA,NA,NA
"2019-07-09",2019-07-09,12573.8125,22.5488267362056,22.6831287619059,22.5488267362056,22.3311124081869,NA,NA,NA,NA
